"transcript.id"	"transcript.type"	"total.reads"	"aligned.max"	"alignment.mid"	"alignment.min"	"alignment.score"	"adjusted.score"
ENST00000471234.3	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000378823.5	protein_coding	34	30	3	1	1.4250627251051152E-10	1.1917799570054079E-6
ENST00000376692.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000296402.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000396591.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000446848.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000443035.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000368690.5	protein_coding	4	3	1	0	0.3333333333333333	2787.6666666666665
ENST00000284031.10	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000338099.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000297324.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000382952.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000257829.5	protein_coding	23	20	2	1	4.852289944866278E-7	0.0040579700808916685
ENST00000513346.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000425248.3	protein_coding	5	5	0	0	0.012345679012345678	103.24691358024691
ENST00000315691.5	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000332783.9	protein_coding	2	1	1	0	1.0	8363.0
ENST00000327300.9	protein_coding	26	22	4	0	3.084580591397436E-7	0.0025796347485856756
ENST00000542921.3	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000327134.5	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000397238.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000394920.4	protein_coding	2	1	1	0	1.0	8363.0
ENST00000377797.5	protein_coding	6	4	2	0	0.3004115226337449	2512.3415637860085
ENST00000248054.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000591906.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000361428.2	protein_coding	8	8	0	0	4.572473708276177E-4	3.8239597622313672
ENST00000265351.9	protein_coding	19	18	1	0	1.006658168768147E-7	8.418682265408013E-4
ENST00000622362.1	protein_coding	1	1	0	0	1.0	8363.0
ENST00000334668.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000252136.9	protein_coding	2	1	1	0	1.0	8363.0
ENST00000389658.3	protein_coding	5	5	0	0	0.012345679012345678	103.24691358024691
ENST00000261647.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000306193.5	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000206542.6	protein_coding	2	1	1	0	1.0	8363.0
ENST00000330244.8	protein_coding	5	5	0	0	0.012345679012345678	103.24691358024691
ENST00000407422.5	protein_coding	5	4	1	0	0.13580246913580246	1135.716049382716
ENST00000415258.3	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000380773.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000357214.5	protein_coding	46	40	5	1	2.1868950283001574E-13	1.8289003121674218E-9
ENST00000371703.5	protein_coding	3	2	1	0	0.7777777777777778	6504.555555555556
ENST00000303759.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000276062.8	protein_coding	1	1	0	0	1.0	8363.0
ENST00000232607.4	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000622495.2	protein_coding	1	1	0	0	1.0	8363.0
ENST00000266085.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000371142.6	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000360310.3	protein_coding	8	8	0	0	4.572473708276177E-4	3.8239597622313672
ENST00000403825.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000507754.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000556618.1	protein_coding	1	1	0	0	1.0	8363.0
ENST00000358461.4	protein_coding	2	1	1	0	1.0	8363.0
ENST00000268099.11	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000282588.6	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000252674.8	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000227474.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000415783.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000439853.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000487865.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000322028.4	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000378288.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000349238.5	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000331821.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000261491.7	protein_coding	2	1	1	0	1.0	8363.0
ENST00000230859.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000361298.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000370300.6	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000506351.4	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000250024.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000358056.5	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000327787.10	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000515982.1	snoRNA	3	2	1	0	0.7777777777777778	6504.555555555556
ENST00000344096.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000037243.4	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000339092.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000531120.3	protein_coding	16	13	2	1	3.479707548456478E-4	2.9100794227741527
ENST00000248975.5	protein_coding	4	3	1	0	0.3333333333333333	2787.6666666666665
ENST00000261407.6	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000336714.5	protein_coding	7	5	1	1	0.13580246913580246	1135.716049382716
ENST00000368356.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000328965.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000226574.6	protein_coding	5	5	0	0	0.012345679012345678	103.24691358024691
ENST00000618628.2	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000616316.1	protein_coding	1	1	0	0	1.0	8363.0
ENST00000612898.1	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000216392.7	protein_coding	27	22	4	1	1.1365741526566787E-6	0.009505169638667803
ENST00000329197.7	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000264331.6	protein_coding	6	6	0	0	0.00411522633744856	34.415637860082306
ENST00000485050.3	protein_coding	5	5	0	0	0.012345679012345678	103.24691358024691
ENST00000354611.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000288235.6	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000265866.9	protein_coding	5	4	1	0	0.13580246913580246	1135.716049382716
ENST00000380283.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000531253.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000369747.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000527559.4	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000374724.1	protein_coding	1	1	0	0	1.0	8363.0
ENST00000242577.8	protein_coding	1	1	0	0	1.0	8363.0
ENST00000451899.4	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000526143.2	protein_coding	1	1	0	0	1.0	8363.0
ENST00000355904.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000449352.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000302640.10	protein_coding	1	1	0	0	1.0	8363.0
ENST00000394800.4	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000330720.4	protein_coding	4	3	1	0	0.3333333333333333	2787.6666666666665
ENST00000377890.4	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000418194.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000256594.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000318410.9	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000287097.5	protein_coding	6	5	1	0	0.053497942386831275	447.40329218106996
ENST00000339618.6	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000457475.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000393651.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000409426.3	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000262294.9	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000237654.6	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000371538.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000615537.1	protein_coding	1	1	0	0	1.0	8363.0
ENST00000264451.9	protein_coding	8	8	0	0	4.572473708276177E-4	3.8239597622313672
ENST00000265986.8	protein_coding	9	8	1	0	0.002895900015241579	24.218411827465328
ENST00000529475.1	processed_pseudogene	1	1	0	0	1.0	8363.0
ENST00000367204.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000488633.1	protein_coding	7	6	1	0	0.0205761316872428	172.0781893004115
ENST00000266643.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000397358.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000338193.8	protein_coding	5	4	1	0	0.13580246913580246	1135.716049382716
ENST00000443632.2	protein_coding	1	1	0	0	1.0	8363.0
ENST00000290649.7	protein_coding	5	3	2	0	0.6296296296296297	5265.592592592593
ENST00000415807.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000430157.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000229390.5	protein_coding	4	2	1	1	1.0	8363.0
ENST00000252483.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000402198.3	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000214869.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000510361.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000418622.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000263563.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000228740.4	protein_coding	33	30	2	1	2.4730977177531506E-11	2.0682516213569598E-7
ENST00000367742.5	protein_coding	72	60	8	4	9.283425780086399E-18	7.763728979886255E-14
ENST00000332231.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000301981.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000605806.1	snRNA	1	1	0	0	1.0	8363.0
ENST00000378943.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000264954.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000368761.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000357681.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000352980.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000592782.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000320031.10	protein_coding	1	1	0	0	1.0	8363.0
ENST00000264344.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000269392.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000003302.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000429383.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000373944.5	protein_coding	2	1	1	0	1.0	8363.0
ENST00000253023.5	protein_coding	6	6	0	0	0.00411522633744856	34.415637860082306
ENST00000372771.4	protein_coding	8	8	0	0	4.572473708276177E-4	3.8239597622313672
ENST00000325418.5	protein_coding	3	1	1	1	1.0	8363.0
ENST00000335016.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000523731.3	protein_coding	14	14	0	0	6.272254743863069E-7	0.005245486642292685
ENST00000454703.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000389680.2	Mt_rRNA	3	1	1	1	1.0	8363.0
ENST00000543341.4	protein_coding	4	3	1	0	0.3333333333333333	2787.6666666666665
ENST00000567508.1	antisense	1	1	0	0	1.0	8363.0
ENST00000263073.8	protein_coding	6	6	0	0	0.00411522633744856	34.415637860082306
ENST00000367875.1	protein_coding	2	1	1	0	1.0	8363.0
ENST00000366962.5	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000338086.7	protein_coding	6	6	0	0	0.00411522633744856	34.415637860082306
ENST00000372927.3	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000370267.1	protein_coding	1	1	0	0	1.0	8363.0
ENST00000295324.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000323274.12	protein_coding	8	8	0	0	4.572473708276177E-4	3.8239597622313672
ENST00000316199.8	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000399982.4	protein_coding	7	6	1	0	0.0205761316872428	172.0781893004115
ENST00000360194.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000376511.4	protein_coding	4	3	1	0	0.3333333333333333	2787.6666666666665
ENST00000543354.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000368223.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000396185.5	protein_coding	37	33	2	2	7.47274543011215E-12	6.249457003202791E-8
ENST00000330688.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000282633.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000400000.4	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000614697.2	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000522858.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000377245.6	protein_coding	6	6	0	0	0.00411522633744856	34.415637860082306
ENST00000523984.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000302787.2	protein_coding	8	6	2	0	0.05898491083676269	493.2908093278464
ENST00000315212.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000317907.6	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000369209.5	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000287908.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000322985.9	protein_coding	1	1	0	0	1.0	8363.0
ENST00000427716.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000393437.5	protein_coding	7	6	1	0	0.0205761316872428	172.0781893004115
ENST00000373204.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000367635.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000549982.3	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000306932.8	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000372901.1	protein_coding	21	21	0	0	2.8679719907924413E-10	2.3984849758997186E-6
ENST00000264033.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000528610.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000376573.6	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000349714.7	protein_coding	3	2	1	0	0.7777777777777778	6504.555555555556
ENST00000302271.8	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000382044.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000557016.3	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000195173.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000256367.2	protein_coding	1	1	0	0	1.0	8363.0
ENST00000392011.4	protein_coding	2	1	1	0	1.0	8363.0
ENST00000452236.2	protein_coding	1	1	0	0	1.0	8363.0
ENST00000608853.3	protein_coding	10	10	0	0	5.080526342529086E-5	0.4248844180257074
ENST00000340281.6	protein_coding	11	10	1	0	3.895070195938966E-4	3.257447204863757
ENST00000392144.3	protein_coding	4	3	1	0	0.3333333333333333	2787.6666666666665
ENST00000551952.3	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000344034.4	protein_coding	10	9	1	0	0.001066910531931108	8.922572778539855
ENST00000434377.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000324198.8	protein_coding	1	1	0	0	1.0	8363.0
ENST00000332591.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000321341.7	protein_coding	8	7	1	0	0.007773205304069501	65.00731595793324
ENST00000387069.1	snRNA	1	1	0	0	1.0	8363.0
ENST00000272167.7	protein_coding	6	4	1	1	0.3004115226337449	2512.3415637860085
ENST00000308110.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000447079.4	protein_coding	3	2	1	0	0.7777777777777778	6504.555555555556
ENST00000523374.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000371084.5	protein_coding	6	3	3	0	0.8765432098765432	7330.530864197531
ENST00000376200.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000500728.2	protein_coding	6	5	1	0	0.053497942386831275	447.40329218106996
ENST00000335895.10	protein_coding	1	1	0	0	1.0	8363.0
ENST00000513154.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000481953.3	protein_coding	3	2	1	0	0.7777777777777778	6504.555555555556
ENST00000584998.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000281017.5	protein_coding	2	1	1	0	1.0	8363.0
ENST00000332854.8	protein_coding	2	1	1	0	1.0	8363.0
ENST00000378512.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000311806.5	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000445877.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000545453.3	protein_coding	55	49	4	2	3.3918164804371976E-17	2.8365761225896284E-13
ENST00000331728.6	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000343028.6	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000427836.4	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000542324.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000238497.7	protein_coding	3	2	1	0	0.7777777777777778	6504.555555555556
ENST00000540167.3	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000404760.3	protein_coding	5	5	0	0	0.012345679012345678	103.24691358024691
ENST00000566228.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000620157.2	protein_coding	1	1	0	0	1.0	8363.0
ENST00000273258.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000263468.10	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000397452.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000374617.6	protein_coding	8	7	1	0	0.007773205304069501	65.00731595793324
ENST00000439541.4	protein_coding	2	1	1	0	1.0	8363.0
ENST00000394456.7	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000335972.8	protein_coding	113	101	9	3	7.849266156219309E-35	6.564341286446208E-31
ENST00000374114.5	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000345042.4	protein_coding	9	6	3	0	0.1272671848803536	1064.335467154397
ENST00000325752.5	protein_coding	2	1	1	0	1.0	8363.0
ENST00000421553.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000307428.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000315082.6	protein_coding	5	4	1	0	0.13580246913580246	1135.716049382716
ENST00000355667.8	protein_coding	1	1	0	0	1.0	8363.0
ENST00000396137.4	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000379068.5	protein_coding	37	32	3	2	1.0040547398765893E-10	8.396909789587917E-7
ENST00000269298.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000375360.5	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000367385.6	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000340437.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000538173.1	protein_coding	1	1	0	0	1.0	8363.0
ENST00000309395.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000217182.4	protein_coding	7	7	0	0	0.0013717421124828531	11.4718792866941
ENST00000282276.7	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000437011.1	processed_pseudogene	1	1	0	0	1.0	8363.0
ENST00000374902.6	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000419585.3	protein_coding	8	7	1	0	0.007773205304069501	65.00731595793324
ENST00000414729.1	protein_coding	1	1	0	0	1.0	8363.0
ENST00000401642.5	protein_coding	6	6	0	0	0.00411522633744856	34.415637860082306
ENST00000293288.10	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000262187.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000263981.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000432145.3	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000288368.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000303004.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000258729.5	protein_coding	5	3	2	0	0.6296296296296297	5265.592592592593
ENST00000592292.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000274680.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000617190.2	protein_coding	1	1	0	0	1.0	8363.0
ENST00000613473.1	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000355832.7	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000342166.7	protein_coding	2	1	1	0	1.0	8363.0
ENST00000372068.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000546424.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000534336.1	lincRNA	2	1	1	0	1.0	8363.0
ENST00000377067.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000262722.9	protein_coding	6	6	0	0	0.00411522633744856	34.415637860082306
ENST00000414849.4	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000295888.6	protein_coding	6	5	1	0	0.053497942386831275	447.40329218106996
ENST00000421699.4	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000335025.10	protein_coding	1	1	0	0	1.0	8363.0
ENST00000449913.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000395153.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000611174.2	protein_coding	1	1	0	0	1.0	8363.0
ENST00000422156.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000619850.1	protein_coding	3	2	1	0	0.7777777777777778	6504.555555555556
ENST00000371752.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000406881.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000545703.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000368654.5	protein_coding	52	47	3	2	4.071169372401863E-17	3.404718946139678E-13
ENST00000335327.5	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000282406.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000252999.5	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000545693.3	protein_coding	5	3	1	1	0.6296296296296297	5265.592592592593
ENST00000370089.4	protein_coding	3	2	1	0	0.7777777777777778	6504.555555555556
ENST00000397167.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000306024.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000228705.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000387461.2	Mt_tRNA	1	1	0	0	1.0	8363.0
ENST00000352397.7	protein_coding	8	6	1	1	0.05898491083676269	493.2908093278464
ENST00000368521.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000542564.4	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000354171.10	protein_coding	1	1	0	0	1.0	8363.0
ENST00000581066.2	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000177742.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000619578.2	protein_coding	1	1	0	0	1.0	8363.0
ENST00000259470.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000267842.7	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000403263.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000599962.1	protein_coding	1	1	0	0	1.0	8363.0
ENST00000297338.4	protein_coding	33	30	3	0	2.4730977177531506E-11	2.0682516213569598E-7
ENST00000367409.6	protein_coding	37	31	5	1	1.0916879119348246E-9	9.129786007510938E-6
ENST00000304191.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000621846.2	protein_coding	2	1	1	0	1.0	8363.0
ENST00000395881.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000409114.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000413566.4	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000348459.7	protein_coding	15	14	1	0	6.481329901991838E-6	0.054203361970357744
ENST00000496455.4	protein_coding	46	43	2	1	4.2538827972182905E-17	3.557522183313656E-13
ENST00000249014.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000610020.1	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000597029.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000228825.9	protein_coding	2	1	1	0	1.0	8363.0
ENST00000453744.4	protein_coding	3	1	1	1	1.0	8363.0
ENST00000343505.7	protein_coding	4	3	1	0	0.3333333333333333	2787.6666666666665
ENST00000618282.2	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000441669.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000442819.4	protein_coding	16	14	1	1	3.5751852040019496E-5	0.29899273861068304
ENST00000610140.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000321892.6	protein_coding	7	3	3	1	1.0	8363.0
ENST00000404929.3	protein_coding	4	2	2	0	1.0	8363.0
ENST00000300651.8	protein_coding	8	5	2	1	0.2638317329675354	2206.4247828074986
ENST00000343638.7	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000443694.2	protein_coding	4	3	1	0	0.3333333333333333	2787.6666666666665
ENST00000262113.6	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000497473.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000380737.5	protein_coding	8	8	0	0	4.572473708276177E-4	3.8239597622313672
ENST00000537393.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000413699.3	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000212015.8	protein_coding	4	3	1	0	0.3333333333333333	2787.6666666666665
ENST00000400075.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000292363.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000372232.5	protein_coding	3	1	1	1	1.0	8363.0
ENST00000379604.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000345530.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000252699.4	protein_coding	15	14	1	0	6.481329901991838E-6	0.054203361970357744
ENST00000263253.7	protein_coding	11	10	1	0	3.895070195938966E-4	3.257447204863757
ENST00000358901.8	protein_coding	56	50	4	2	1.2647341173040067E-17	1.0576971423013408E-13
ENST00000376033.2	protein_coding	24	23	1	0	5.204838057364061E-10	4.352806067373564E-6
ENST00000337018.8	protein_coding	10	7	2	1	0.05898491083676269	493.2908093278464
ENST00000283474.9	protein_coding	1	1	0	0	1.0	8363.0
ENST00000258955.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000262233.8	protein_coding	4	3	1	0	0.3333333333333333	2787.6666666666665
ENST00000283977.6	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000253083.6	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000341181.8	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000311066.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000297578.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000310571.5	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
